Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2007-10-19,60.0,52.0,56.0,5.0,48.0,52.0,9.0,0.0,608.0,1704.0,0.0,0.0,0.01,28.75,29.44,16.2,24.0,16.7
2007-10-20,73.0,47.0,60.0,10.0,43.0,52.0,5.0,0.0,610.0,1703.0,0.0,0.0,0.0,29.02,29.71,10.9,21.0,12.0
2007-10-21,80.0,60.0,70.0,20.0,47.0,57.0,0.0,5.0,611.0,1701.0,0.0,0.0,0.0,29.08,29.78,18.0,20.0,18.2
2007-10-22,67.0,46.0,57.0,7.0,47.0,50.0,8.0,0.0,612.0,1660.0,0.0,0.0,0.16,29.26,29.97,5.2,36.0,9.2
2007-10-23,58.0,43.0,51.0,2.0,36.0,44.0,14.0,0.0,613.0,1658.0,0.0,0.0,0.0,29.2,29.93,5.2,31.0,8.2
2007-10-24,55.0,43.0,49.0,0.0,35.0,42.0,16.0,0.0,614.0,1657.0,0.0,0.0,0.0,29.46,30.16,13.3,2.0,14.5
2007-10-25,55.0,45.0,50.0,2.0,39.0,46.0,15.0,0.0,616.0,1656.0,0.0,0.0,0.0,29.47,30.2,13.9,6.0,14.1
2007-10-26,65.0,53.0,59.0,11.0,48.0,52.0,6.0,0.0,617.0,1654.0,0.0,0.0,0.33,29.31,30.07,6.2,5.0,6.9
2007-10-27,55.0,37.0,46.0,-2.0,38.0,45.0,19.0,0.0,618.0,1653.0,0.0,0.0,0.01,29.56,30.25,9.4,32.0,9.9
2007-10-28,56.0,34.0,45.0,-2.0,30.0,39.0,20.0,0.0,619.0,1651.0,0.0,0.0,0.0,29.79,30.52,3.4,23.0,4.2
2007-10-29,61.0,39.0,50.0,3.0,32.0,42.0,15.0,0.0,620.0,1650.0,0.0,0.0,0.0,29.63,30.4,10.2,22.0,10.4
2007-10-30,66.0,41.0,54.0,8.0,38.0,46.0,11.0,0.0,622.0,1649.0,0.0,0.0,0.0,29.43,30.2,12.2,20.0,12.5
2007-10-31,62.0,41.0,52.0,6.0,37.0,46.0,13.0,0.0,623.0,1647.0,0.0,0.0,0.0,29.3,30.02,12.2,25.0,14.3
2008-05-01,74.0,48.0,61.0,8.0,51.0,56.0,4.0,0.0,448.0,1849.0,0.0,0.0,0.0,28.95,29.67,10.6,16.0,11.5
2008-05-02,74.0,51.0,63.0,9.0,55.0,58.0,2.0,0.0,447.0,1850.0,0.0,0.0,1.28,28.79,29.53,13.8,20.0,15.1
2008-05-03,56.0,43.0,50.0,-4.0,41.0,46.0,15.0,0.0,446.0,1851.0,0.0,0.0,0.0,29.01,29.69,10.4,25.0,12.7
2008-05-04,65.0,38.0,52.0,-2.0,34.0,45.0,13.0,0.0,444.0,1852.0,0.0,0.0,0.0,29.31,30.02,5.6,24.0,6.3
2008-05-05,75.0,50.0,63.0,8.0,38.0,50.0,2.0,0.0,443.0,1853.0,0.0,0.0,0.0,29.27,29.99,4.4,26.0,7.0
2008-05-06,81.0,46.0,64.0,9.0,44.0,55.0,1.0,0.0,442.0,1855.0,0.0,0.0,0.0,29.16,29.88,6.3,22.0,7.1
2008-05-07,70.0,49.0,60.0,5.0,52.0,56.0,5.0,0.0,441.0,1856.0,0.0,0.0,0.76,28.97,29.69,3.5,23.0,12.3
2008-05-08,59.0,45.0,52.0,-4.0,35.0,44.0,13.0,0.0,439.0,1857.0,0.0,0.0,0.0,29.08,29.82,12.2,5.0,12.6
2008-05-09,58.0,41.0,50.0,-6.0,34.0,43.0,15.0,0.0,438.0,1858.0,0.0,0.0,0.0,29.15,29.85,6.3,3.0,6.9
2008-05-10,61.0,38.0,50.0,-6.0,37.0,45.0,15.0,0.0,437.0,1859.0,0.0,0.0,0.0,29.08,29.85,5.9,7.0,6.3
2008-05-11,58.0,46.0,52.0,-5.0,43.0,47.0,13.0,0.0,436.0,1860.0,0.0,0.0,0.95,28.85,29.55,14.5,2.0,17.7
2008-05-12,56.0,40.0,48.0,-9.0,38.0,43.0,17.0,0.0,435.0,1901.0,0.0,0.0,0.0,29.26,29.96,5.1,7.0,7.8
2008-05-13,73.0,40.0,57.0,-1.0,45.0,51.0,8.0,0.0,434.0,1902.0,0.0,0.0,0.08,29.2,29.93,15.5,18.0,15.9
2008-05-14,64.0,45.0,55.0,-3.0,48.0,52.0,10.0,0.0,433.0,1903.0,0.0,0.0,0.02,29.19,29.89,2.0,25.0,9.6
2008-05-15,57.0,43.0,50.0,-8.0,37.0,45.0,15.0,0.0,432.0,1904.0,0.0,0.0,0.0,29.33,30.05,6.8,5.0,7.9
2008-05-16,73.0,40.0,57.0,-2.0,41.0,50.0,8.0,0.0,431.0,1905.0,0.0,0.0,0.0,29.1,29.86,8.9,25.0,9.4
2008-05-17,73.0,52.0,63.0,4.0,41.0,52.0,2.0,0.0,430.0,1906.0,0.0,0.0,0.12,28.87,29.61,12.9,30.0,14.7
2008-05-18,55.0,44.0,50.0,-10.0,39.0,45.0,15.0,0.0,429.0,1907.0,0.0,0.0,0.0,28.93,29.64,3.5,34.0,8.2
2008-05-19,60.0,40.0,50.0,-10.0,33.0,43.0,15.0,0.0,428.0,1908.0,0.0,0.0,0.0,28.96,29.69,3.9,7.0,5.7
2008-05-20,66.0,47.0,57.0,-4.0,37.0,47.0,8.0,0.0,427.0,1909.0,0.0,0.0,0.0,28.94,29.66,7.3,31.0,9.2
2008-05-21,66.0,41.0,54.0,-7.0,36.0,46.0,11.0,0.0,426.0,1910.0,0.0,0.0,0.0,29.0,29.7,7.2,32.0,9.2
2008-05-22,59.0,45.0,52.0,-9.0,38.0,45.0,13.0,0.0,425.0,1911.0,0.0,0.0,0.0,29.24,29.94,8.8,5.0,9.8
2008-05-23,57.0,46.0,52.0,-9.0,39.0,45.0,13.0,0.0,425.0,1912.0,0.0,0.0,0.0,29.41,30.12,10.7,3.0,10.9
2008-05-24,67.0,40.0,54.0,-8.0,40.0,48.0,11.0,0.0,424.0,1913.0,0.0,0.0,0.0,29.44,30.18,7.4,7.0,8.4
2008-05-25,78.0,44.0,61.0,-1.0,50.0,57.0,4.0,0.0,423.0,1914.0,0.0,0.0,0.0,29.18,29.93,10.3,18.0,11.9
2008-05-26,81.0,47.0,64.0,2.0,60.0,64.0,1.0,0.0,422.0,1915.0,0.0,0.0,0.48,29.11,29.81,6.2,25.0,11.8
2008-05-27,50.0,42.0,46.0,-16.0,35.0,42.0,19.0,0.0,422.0,1916.0,0.0,0.0,0.0,29.5,30.19,19.2,3.0,19.3
2008-05-28,62.0,43.0,53.0,-10.0,32.0,43.0,12.0,0.0,421.0,1916.0,0.0,0.0,0.0,29.6,30.34,8.2,6.0,8.7
2008-05-29,67.0,42.0,55.0,-9.0,37.0,47.0,10.0,0.0,421.0,1917.0,0.0,0.0,0.01,29.39,30.16,3.5,11.0,4.2
2008-05-30,77.0,55.0,66.0,2.0,59.0,62.0,0.0,1.0,420.0,1918.0,0.0,0.0,0.4,29.03,29.79,8.4,21.0,10.4
2008-05-31,79.0,59.0,69.0,5.0,56.0,62.0,0.0,4.0,420.0,1919.0,0.0,0.0,0.0,29.1,29.8,10.8,28.0,11.9
2008-06-01,74.0,53.0,64.0,0.0,47.0,55.0,1.0,0.0,419.0,1920.0,0.0,0.0,0.0,29.23,29.95,4.6,10.0,5.4
2008-06-02,86.0,56.0,71.0,7.0,52.0,60.0,0.0,6.0,419.0,1920.0,0.0,0.0,0.0,29.16,29.89,1.9,8.0,4.8
2008-06-03,69.0,55.0,62.0,-2.0,55.0,57.0,3.0,0.0,418.0,1921.0,0.0,0.0,0.52,28.97,29.69,7.3,4.0,9.2
2008-06-04,78.0,54.0,66.0,2.0,59.0,61.0,0.0,1.0,418.0,1922.0,0.0,0.0,0.0,28.9,29.62,4.5,4.0,5.2
2008-06-05,87.0,60.0,74.0,9.0,68.0,71.0,0.0,9.0,417.0,1923.0,0.0,0.0,0.64,29.0,29.7,11.5,20.0,14.0
2008-06-06,87.0,73.0,80.0,14.0,68.0,72.0,0.0,15.0,417.0,1923.0,0.0,0.0,0.0,29.07,29.76,21.1,20.0,21.5
2008-06-07,85.0,69.0,77.0,11.0,71.0,73.0,0.0,12.0,417.0,1924.0,0.0,0.0,0.11,29.16,29.86,12.5,19.0,13.2
2008-06-08,85.0,64.0,75.0,9.0,68.0,70.0,0.0,10.0,417.0,1925.0,0.0,0.0,1.24,29.11,29.81,6.5,18.0,12.2
2008-06-09,74.0,65.0,70.0,4.0,64.0,66.0,0.0,5.0,416.0,1925.0,0.0,0.0,0.14,29.1,29.82,6.3,22.0,7.7
2008-06-10,79.0,59.0,69.0,2.0,56.0,61.0,0.0,4.0,416.0,1926.0,0.0,0.0,0.0,29.18,29.89,8.8,25.0,9.6
2008-06-11,86.0,61.0,74.0,7.0,56.0,64.0,0.0,9.0,416.0,1926.0,0.0,0.0,0.0,29.28,29.99,8.9,18.0,10.0
2008-06-12,91.0,73.0,82.0,14.0,63.0,69.0,0.0,17.0,416.0,1927.0,0.0,0.0,0.0,29.2,29.9,16.1,18.0,16.3
2008-06-13,82.0,65.0,74.0,6.0,62.0,66.0,0.0,9.0,416.0,1927.0,0.0,0.0,0.39,29.21,29.92,8.9,22.0,9.9
2008-06-14,84.0,59.0,72.0,4.0,53.0,61.0,0.0,7.0,416.0,1928.0,0.0,0.0,0.0,29.23,29.94,8.3,24.0,8.8
2008-06-15,81.0,61.0,71.0,3.0,60.0,64.0,0.0,6.0,416.0,1928.0,0.0,0.0,0.18,29.15,29.84,8.1,24.0,9.8
2008-06-16,72.0,59.0,66.0,-3.0,49.0,57.0,0.0,1.0,416.0,1929.0,0.0,0.0,0.0,29.2,29.91,10.7,31.0,11.2
2008-06-17,76.0,55.0,66.0,-3.0,46.0,55.0,0.0,1.0,416.0,1929.0,0.0,0.0,0.0,29.26,29.97,10.7,30.0,11.2
2008-06-18,77.0,56.0,67.0,-3.0,48.0,56.0,0.0,2.0,416.0,1929.0,0.0,0.0,0.0,29.21,29.92,4.8,3.0,7.3
2008-06-19,81.0,52.0,67.0,-3.0,46.0,56.0,0.0,2.0,416.0,1930.0,0.0,0.0,0.0,29.21,29.93,1.8,25.0,5.1
2008-06-20,82.0,58.0,70.0,0.0,53.0,60.0,0.0,5.0,416.0,1930.0,0.0,0.0,0.09,29.25,29.96,6.7,22.0,7.9
2008-06-21,82.0,61.0,72.0,2.0,52.0,61.0,0.0,7.0,416.0,1930.0,0.0,0.0,0.01,29.24,29.95,7.1,29.0,7.8
2008-06-22,82.0,57.0,70.0,0.0,52.0,59.0,0.0,5.0,417.0,1931.0,0.0,0.0,0.16,29.18,29.89,2.9,31.0,5.1
2008-06-23,77.0,56.0,67.0,-3.0,54.0,59.0,0.0,2.0,417.0,1931.0,0.0,0.0,0.0,29.33,30.04,3.9,4.0,6.4
2008-06-24,82.0,55.0,69.0,-2.0,53.0,60.0,0.0,4.0,417.0,1931.0,0.0,0.0,0.0,29.44,30.15,5.1,18.0,5.8
2008-06-25,79.0,66.0,73.0,2.0,64.0,67.0,0.0,8.0,417.0,1931.0,0.0,0.0,0.08,29.28,29.99,8.0,22.0,9.3
2008-06-26,86.0,70.0,78.0,7.0,66.0,70.0,0.0,13.0,418.0,1931.0,0.0,0.0,0.0,29.15,29.86,6.3,26.0,7.3
2008-06-27,84.0,66.0,75.0,4.0,67.0,70.0,0.0,10.0,418.0,1931.0,0.0,0.0,0.0,29.05,29.76,6.7,22.0,7.4
2008-06-28,83.0,64.0,74.0,3.0,55.0,63.0,0.0,9.0,419.0,1931.0,0.0,0.0,0.04,28.98,29.69,12.1,25.0,13.2
2008-06-29,75.0,60.0,68.0,-3.0,58.0,61.0,0.0,3.0,419.0,1931.0,0.0,0.0,0.58,29.08,29.77,7.3,31.0,9.7
2008-06-30,80.0,59.0,70.0,-2.0,50.0,58.0,0.0,5.0,419.0,1931.0,0.0,0.0,0.0,29.28,29.98,6.0,34.0,9.6
2008-07-01,83.0,58.0,71.0,-1.0,51.0,60.0,0.0,6.0,420.0,1931.0,0.0,0.0,0.0,29.24,29.97,8.1,24.0,8.0
2008-07-02,87.0,63.0,75.0,3.0,62.0,66.0,0.0,10.0,420.0,1931.0,0.0,0.0,0.2,29.09,29.79,8.7,23.0,13.2
2008-07-03,71.0,55.0,63.0,-9.0,51.0,57.0,2.0,0.0,421.0,1931.0,0.0,0.0,0.0,29.34,30.04,11.6,3.0,12.0
2008-07-04,76.0,52.0,64.0,-8.0,50.0,57.0,1.0,0.0,422.0,1930.0,0.0,0.0,0.0,29.35,30.06,6.0,5.0,6.6
2008-07-05,80.0,54.0,67.0,-5.0,52.0,59.0,0.0,2.0,422.0,1930.0,0.0,0.0,0.0,29.31,30.03,4.6,7.0,7.0
2008-07-06,87.0,59.0,73.0,1.0,57.0,65.0,0.0,8.0,423.0,1930.0,0.0,0.0,0.0,29.21,29.94,9.3,19.0,9.4
2008-07-07,87.0,71.0,79.0,7.0,67.0,71.0,0.0,14.0,423.0,1930.0,0.0,0.0,0.03,29.16,29.87,10.9,22.0,11.9
2008-07-08,85.0,70.0,78.0,5.0,67.0,71.0,0.0,13.0,424.0,1929.0,0.0,0.0,0.03,29.1,29.81,7.8,26.0,9.1
2008-07-09,85.0,67.0,76.0,3.0,55.0,63.0,0.0,11.0,425.0,1929.0,0.0,0.0,0.0,29.26,29.95,9.5,31.0,10.3
2008-07-10,82.0,64.0,73.0,0.0,63.0,66.0,0.0,8.0,425.0,1929.0,0.0,0.0,0.72,29.26,29.99,8.5,23.0,9.2
2008-07-11,88.0,64.0,76.0,3.0,65.0,69.0,0.0,11.0,426.0,1928.0,0.0,0.0,0.34,29.23,29.97,5.2,20.0,8.4
2008-07-12,81.0,65.0,73.0,0.0,63.0,66.0,0.0,8.0,427.0,1928.0,0.0,0.0,0.73,29.19,29.89,7.7,26.0,10.3
2008-07-13,79.0,62.0,71.0,-2.0,54.0,61.0,0.0,6.0,428.0,1927.0,0.0,0.0,0.0,29.12,29.84,12.1,27.0,12.4
2008-07-14,84.0,62.0,73.0,0.0,54.0,62.0,0.0,8.0,428.0,1927.0,0.0,0.0,0.0,29.22,29.92,4.5,29.0,7.8
2008-07-15,90.0,61.0,76.0,2.0,62.0,68.0,0.0,11.0,429.0,1926.0,0.0,0.0,0.0,29.3,30.0,6.8,23.0,7.4
2008-07-16,90.0,71.0,81.0,7.0,66.0,70.0,0.0,16.0,430.0,1925.0,0.0,0.0,0.0,29.39,30.09,5.0,23.0,7.2
2008-07-17,89.0,71.0,80.0,6.0,66.0,71.0,0.0,15.0,431.0,1925.0,0.0,0.0,0.0,29.33,30.05,8.6,22.0,9.0
2008-07-18,86.0,74.0,80.0,6.0,68.0,72.0,0.0,15.0,432.0,1924.0,0.0,0.0,0.04,29.24,29.95,2.6,22.0,5.4
2008-07-19,78.0,67.0,73.0,-1.0,68.0,69.0,0.0,8.0,433.0,1923.0,0.0,0.0,1.61,29.19,29.91,2.0,33.0,5.8
2008-07-20,86.0,68.0,77.0,3.0,68.0,71.0,0.0,12.0,433.0,1923.0,0.0,0.0,0.74,29.2,29.91,4.5,25.0,5.7
2008-07-21,83.0,68.0,76.0,2.0,65.0,68.0,0.0,11.0,434.0,1922.0,0.0,0.0,0.13,29.21,29.92,3.3,3.0,7.4
2008-07-22,77.0,63.0,70.0,-4.0,59.0,64.0,0.0,5.0,435.0,1921.0,0.0,0.0,0.0,29.31,30.0,8.2,3.0,8.7
2008-07-23,81.0,60.0,71.0,-3.0,52.0,60.0,0.0,6.0,436.0,1920.0,0.0,0.0,0.0,29.39,30.1,7.6,2.0,8.5
2008-07-24,82.0,59.0,71.0,-3.0,53.0,61.0,0.0,6.0,437.0,1919.0,0.0,0.0,0.0,29.33,30.05,3.9,24.0,4.4
2008-07-25,82.0,61.0,72.0,-2.0,63.0,67.0,0.0,7.0,438.0,1918.0,0.0,0.0,0.0,29.26,29.99,5.5,23.0,6.9
2008-07-26,84.0,65.0,75.0,1.0,58.0,65.0,0.0,10.0,439.0,1918.0,0.0,0.0,0.0,29.22,29.94,8.5,31.0,9.1
2008-07-27,83.0,62.0,73.0,-1.0,58.0,64.0,0.0,8.0,440.0,1917.0,0.0,0.0,0.0,29.16,29.89,5.9,24.0,6.7
2008-07-28,85.0,66.0,76.0,2.0,63.0,67.0,0.0,11.0,441.0,1916.0,0.0,0.0,0.0,29.16,29.87,4.0,7.0,6.1
2008-07-29,88.0,65.0,77.0,3.0,67.0,70.0,0.0,12.0,442.0,1915.0,0.0,0.0,0.05,29.14,29.85,6.4,20.0,7.9
2008-07-30,89.0,72.0,81.0,7.0,65.0,70.0,0.0,16.0,443.0,1914.0,0.0,0.0,0.0,29.04,29.75,7.8,27.0,8.6
2008-07-31,89.0,72.0,81.0,7.0,67.0,70.0,0.0,16.0,444.0,1913.0,0.0,0.0,0.14,29.06,29.76,4.9,27.0,5.8
2008-08-01,89.0,68.0,79.0,6.0,68.0,72.0,0.0,14.0,445.0,1911.0,0.0,0.0,1.05,29.09,29.79,3.1,31.0,5.7
2008-08-02,81.0,65.0,73.0,0.0,59.0,65.0,0.0,8.0,446.0,1910.0,0.0,0.0,0.0,29.24,29.93,8.4,3.0,9.2
2008-08-03,84.0,61.0,73.0,0.0,61.0,66.0,0.0,8.0,447.0,1909.0,0.0,0.0,0.0,29.24,29.96,5.3,18.0,6.0
2008-08-04,87.0,70.0,79.0,6.0,68.0,70.0,0.0,14.0,448.0,1908.0,0.0,0.0,2.43,29.18,29.9,3.1,18.0,9.0
2008-08-05,87.0,69.0,78.0,5.0,67.0,71.0,0.0,13.0,449.0,1907.0,0.0,0.0,0.0,29.24,29.93,6.2,31.0,7.4
2008-08-06,84.0,67.0,76.0,3.0,60.0,66.0,0.0,11.0,450.0,1906.0,0.0,0.0,0.0,29.29,30.0,6.8,30.0,8.1
2008-08-07,82.0,64.0,73.0,0.0,56.0,63.0,0.0,8.0,451.0,1904.0,0.0,0.0,0.0,29.26,29.98,7.8,34.0,9.4
2008-08-08,79.0,63.0,71.0,-2.0,54.0,61.0,0.0,6.0,452.0,1903.0,0.0,0.0,0.0,29.29,30.01,4.5,2.0,7.4
2008-08-09,80.0,62.0,71.0,-2.0,58.0,62.0,0.0,6.0,453.0,1902.0,0.0,0.0,0.0,29.2,29.92,2.6,31.0,9.0
2008-08-10,74.0,58.0,66.0,-7.0,52.0,58.0,0.0,1.0,454.0,1900.0,0.0,0.0,0.0,29.31,30.02,8.4,2.0,9.0
2008-08-11,77.0,59.0,68.0,-5.0,57.0,61.0,0.0,3.0,455.0,1859.0,0.0,0.0,0.0,29.3,30.02,3.9,5.0,6.3
2008-08-12,77.0,61.0,69.0,-4.0,57.0,62.0,0.0,4.0,456.0,1858.0,0.0,0.0,0.0,29.17,29.9,3.3,10.0,3.8
2008-08-13,79.0,66.0,73.0,0.0,59.0,63.0,0.0,8.0,457.0,1856.0,0.0,0.0,0.06,29.11,29.84,3.0,7.0,4.6
2008-08-14,79.0,63.0,71.0,-1.0,60.0,64.0,0.0,6.0,458.0,1855.0,0.0,0.0,0.0,29.23,29.93,7.3,3.0,7.9
2008-08-15,78.0,61.0,70.0,-2.0,54.0,61.0,0.0,5.0,459.0,1854.0,0.0,0.0,0.0,29.44,30.13,6.9,3.0,7.9
2008-08-16,83.0,58.0,71.0,-1.0,53.0,61.0,0.0,6.0,500.0,1852.0,0.0,0.0,0.0,29.4,30.13,5.7,29.0,6.5
2008-08-17,84.0,63.0,74.0,2.0,60.0,65.0,0.0,9.0,501.0,1851.0,0.0,0.0,0.0,29.28,30.01,7.9,26.0,8.0
2008-08-18,85.0,65.0,75.0,3.0,57.0,64.0,0.0,10.0,502.0,1849.0,0.0,0.0,0.0,29.26,29.98,7.2,27.0,7.4
2008-08-19,82.0,63.0,73.0,2.0,64.0,67.0,0.0,8.0,503.0,1848.0,0.0,0.0,0.0,29.38,30.08,5.9,4.0,6.7
2008-08-20,81.0,65.0,73.0,2.0,60.0,65.0,0.0,8.0,504.0,1846.0,0.0,0.0,0.0,29.4,30.12,6.0,9.0,7.4
2008-08-21,82.0,68.0,75.0,4.0,61.0,66.0,0.0,10.0,505.0,1845.0,0.0,0.0,0.0,29.31,30.03,6.5,15.0,8.4
2008-08-22,83.0,72.0,78.0,7.0,68.0,71.0,0.0,13.0,506.0,1843.0,0.0,0.0,0.09,29.32,30.03,12.7,19.0,12.8
2008-08-23,87.0,68.0,78.0,7.0,66.0,70.0,0.0,13.0,508.0,1842.0,0.0,0.0,0.0,29.31,30.02,7.6,25.0,9.4
2008-08-24,77.0,63.0,70.0,-1.0,57.0,62.0,0.0,5.0,509.0,1840.0,0.0,0.0,0.0,29.34,30.05,7.7,3.0,9.7
2008-08-25,74.0,64.0,69.0,-1.0,54.0,60.0,0.0,4.0,510.0,1839.0,0.0,0.0,0.0,29.36,30.08,11.1,5.0,11.4
2008-08-26,76.0,61.0,69.0,-1.0,54.0,60.0,0.0,4.0,511.0,1837.0,0.0,0.0,0.0,29.29,30.03,7.7,7.0,8.4
2008-08-27,83.0,61.0,72.0,2.0,56.0,63.0,0.0,7.0,512.0,1835.0,0.0,0.0,0.0,29.2,29.93,4.6,7.0,5.9
2008-08-28,80.0,63.0,72.0,2.0,64.0,67.0,0.0,7.0,513.0,1834.0,0.0,0.0,0.06,29.1,29.82,5.7,19.0,6.7
2008-08-29,85.0,64.0,75.0,5.0,58.0,65.0,0.0,10.0,514.0,1832.0,0.0,0.0,0.04,29.24,29.93,3.5,35.0,6.5
2008-08-30,87.0,56.0,72.0,2.0,55.0,62.0,0.0,7.0,515.0,1831.0,0.0,0.0,0.0,29.39,30.09,2.6,24.0,3.8
2008-08-31,90.0,60.0,75.0,6.0,56.0,64.0,0.0,10.0,516.0,1829.0,0.0,0.0,0.0,29.41,30.13,4.8,13.0,5.4
2008-09-01,90.0,62.0,76.0,8.0,54.0,63.0,0.0,11.0,517.0,1827.0,0.0,0.0,0.0,29.37,30.09,7.0,14.0,7.7
2008-09-02,94.0,65.0,80.0,12.0,61.0,68.0,0.0,15.0,518.0,1826.0,0.0,0.0,0.0,29.31,30.02,3.2,21.0,4.4
2008-09-03,77.0,66.0,72.0,4.0,60.0,64.0,0.0,7.0,519.0,1824.0,0.0,0.0,0.02,29.31,30.02,9.8,1.0,10.4
2008-09-04,67.0,61.0,64.0,-4.0,61.0,62.0,1.0,0.0,520.0,1822.0,0.0,0.0,2.9,29.08,29.82,11.6,3.0,12.4
2008-09-05,70.0,57.0,64.0,-3.0,56.0,59.0,1.0,0.0,521.0,1821.0,0.0,0.0,0.0,29.22,29.93,5.9,34.0,6.9
2008-09-06,74.0,53.0,64.0,-3.0,54.0,58.0,1.0,0.0,522.0,1819.0,0.0,0.0,0.01,29.28,29.98,4.9,27.0,5.3
2008-09-07,74.0,55.0,65.0,-2.0,51.0,57.0,0.0,0.0,523.0,1817.0,0.0,0.0,0.0,29.35,30.06,6.4,26.0,6.6
2008-09-08,67.0,52.0,60.0,-6.0,52.0,55.0,5.0,0.0,524.0,1815.0,0.0,0.0,1.23,29.41,30.11,4.6,34.0,6.2
2008-09-09,69.0,49.0,59.0,-7.0,45.0,52.0,6.0,0.0,525.0,1814.0,0.0,0.0,0.0,29.45,30.17,3.9,36.0,6.4
2008-09-10,72.0,48.0,60.0,-6.0,48.0,54.0,5.0,0.0,526.0,1812.0,0.0,0.0,0.0,29.47,30.21,4.3,14.0,5.1
2008-09-11,79.0,55.0,67.0,2.0,57.0,61.0,0.0,2.0,527.0,1810.0,0.0,0.0,0.0,29.33,30.08,8.9,18.0,9.8
2008-09-12,73.0,69.0,71.0,6.0,67.0,68.0,0.0,6.0,528.0,1809.0,0.0,0.0,0.37,29.22,29.96,6.0,22.0,6.8
2008-09-13,75.0,68.0,72.0,7.0,69.0,70.0,0.0,7.0,529.0,1807.0,0.0,0.0,6.64,28.97,29.71,6.4,21.0,9.1
2008-09-14,72.0,58.0,65.0,1.0,61.0,62.0,0.0,0.0,530.0,1805.0,0.0,0.0,1.44,28.97,29.67,7.7,31.0,10.1
2008-09-15,63.0,53.0,58.0,-6.0,51.0,55.0,7.0,0.0,531.0,1803.0,0.0,0.0,0.0,29.41,30.1,5.7,34.0,6.1
2008-09-16,71.0,49.0,60.0,-4.0,50.0,55.0,5.0,0.0,532.0,1760.0,0.0,0.0,0.0,29.47,30.19,5.3,23.0,5.8
2008-09-17,82.0,57.0,70.0,6.0,56.0,60.0,0.0,5.0,533.0,1758.0,0.0,0.0,0.0,29.46,30.18,2.1,29.0,7.0
2008-09-18,74.0,56.0,65.0,1.0,55.0,60.0,0.0,0.0,535.0,1756.0,0.0,0.0,0.0,29.56,30.28,6.1,9.0,7.2
2008-09-19,77.0,54.0,66.0,3.0,54.0,59.0,0.0,1.0,536.0,1755.0,0.0,0.0,0.0,29.47,30.2,5.8,19.0,6.0
2008-09-20,82.0,56.0,69.0,7.0,57.0,61.0,0.0,4.0,537.0,1753.0,0.0,0.0,0.0,29.46,30.17,1.7,16.0,2.9
2008-09-21,80.0,58.0,69.0,7.0,61.0,64.0,0.0,4.0,538.0,1751.0,0.0,0.0,0.0,29.55,30.26,3.8,5.0,4.2
2008-09-22,81.0,61.0,71.0,9.0,59.0,64.0,0.0,6.0,539.0,1749.0,0.0,0.0,0.0,29.59,30.31,6.9,11.0,8.0
2008-09-23,82.0,59.0,71.0,10.0,57.0,62.0,0.0,6.0,540.0,1748.0,0.0,0.0,0.0,29.56,30.29,7.0,15.0,7.7
2008-09-24,82.0,57.0,70.0,9.0,59.0,63.0,0.0,5.0,541.0,1746.0,0.0,0.0,0.2,29.54,30.27,2.6,23.0,4.6
2008-09-25,77.0,63.0,70.0,9.0,61.0,64.0,0.0,5.0,542.0,1744.0,0.0,0.0,0.0,29.54,30.27,6.9,4.0,7.5
2008-09-26,79.0,59.0,69.0,9.0,55.0,60.0,0.0,4.0,543.0,1742.0,0.0,0.0,0.0,29.42,30.16,3.0,6.0,4.3
2008-09-27,81.0,53.0,67.0,7.0,54.0,60.0,0.0,2.0,544.0,1741.0,0.0,0.0,0.0,29.33,30.06,1.0,3.0,2.7
2008-09-28,68.0,57.0,63.0,4.0,57.0,60.0,2.0,0.0,545.0,1739.0,0.0,0.0,0.0,29.41,30.13,7.2,4.0,7.8
2008-09-29,64.0,54.0,59.0,0.0,55.0,57.0,6.0,0.0,546.0,1737.0,0.0,0.0,0.82,29.26,30.0,3.5,33.0,4.8
2008-09-30,59.0,48.0,54.0,-5.0,44.0,49.0,11.0,0.0,547.0,1735.0,0.0,0.0,0.0,29.21,29.95,11.4,31.0,11.5
2008-10-01,61.0,46.0,54.0,-4.0,40.0,47.0,11.0,0.0,548.0,1734.0,0.0,0.0,0.0,29.24,29.97,11.2,33.0,11.1
2008-10-02,61.0,42.0,52.0,-6.0,40.0,47.0,13.0,0.0,549.0,1732.0,0.0,0.0,0.0,29.18,29.91,8.7,28.0,9.2
2008-10-03,60.0,44.0,52.0,-5.0,42.0,47.0,13.0,0.0,550.0,1730.0,0.0,0.0,0.01,29.34,30.05,6.5,3.0,7.7
2008-10-04,61.0,38.0,50.0,-7.0,38.0,45.0,15.0,0.0,552.0,1729.0,0.0,0.0,0.0,29.51,30.23,3.2,11.0,4.4
2008-10-05,61.0,41.0,51.0,-6.0,43.0,48.0,14.0,0.0,553.0,1727.0,0.0,0.0,0.06,29.51,30.25,5.6,11.0,6.6
2008-10-06,69.0,54.0,62.0,6.0,47.0,54.0,3.0,0.0,554.0,1725.0,0.0,0.0,0.0,29.49,30.23,10.5,11.0,10.7
