date,block,street,trap,lat,lon,num_mos,wnv,week,s_err,s_pip,s_p/r,s_res,s_sal,s_tar,s_ter
2013-09-12,0.037037037037,0.0493827160494,0.0493827160494,41.704336,-87.703736,10,0,0.0759493670886,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-07,0.0539215686275,0.0425531914894,0.0425531914894,41.991429,-87.747113,23,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,50,1,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-27,0.0344827586207,0.0458015267176,0.0458015267176,41.682587,-87.707973,50,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,0.0290909090909,0.0289855072464,0.0277777777778,41.720848,-87.666014,13,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-22,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-19,0.0344827586207,0.0458015267176,0.0458015267176,41.682587,-87.707973,10,0,0.0334728033473,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-05-28,0.0459770114943,0.0459770114943,0.0459770114943,41.963976,-87.69181,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-15,0.09375,0.103260869565,0.09375,41.95469,-87.800991,6,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-27,0.06683640993,0.0352941176471,0.0352941176471,41.723195,-87.64997,5,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-02,0.0302114803625,0.0,0.0,41.869216,-87.627561,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-31,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,23,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-15,0.0,0.0,0.0,41.961743,-87.76007,2,0,0.10788863109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-21,0.0592592592593,0.0416666666667,0.0416666666667,41.837085,-87.729384,5,1,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-24,0.0443037974684,0.0333333333333,0.0192307692308,41.822536,-87.666343,3,0,0.0166270783848,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-12,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,5,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-12,0.0,0.051724137931,0.0,41.74785,-87.702716,1,0,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-10-04,0.0943396226415,0.153846153846,0.153846153846,41.970248,-87.787992,19,0,0.00913242009132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-06,0.0894308943089,0.0894308943089,0.0894308943089,41.944869,-87.832763,1,0,0.112266112266,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-08,0.0422535211268,0.0422535211268,0.0422535211268,41.793818,-87.654234,4,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-03,0.0103626943005,0.0,0.0,41.891118,-87.654491,2,0,0.112266112266,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-12,0.0443037974684,0.0925925925926,0.0925925925926,41.951866,-87.725057,1,0,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-28,0.023178807947,0.0215827338129,0.0215827338129,41.680946,-87.535198,40,0,0.121359223301,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-12,0.0592885375494,0.047619047619,0.047619047619,41.778297,-87.752411,16,0,0.0759493670886,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-05,0.0294117647059,0.0258620689655,0.0258620689655,41.740641,-87.546587,4,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-17,0.0753424657534,0.0753424657534,0.0753424657534,41.704572,-87.565666,1,0,0.0334728033473,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-06-14,0.0290909090909,0.062893081761,0.0519480519481,41.911824,-87.726737,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-06-21,0.0592885375494,0.0681818181818,0.0681818181818,41.798697,-87.736812,46,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-24,0.06683640993,0.0210526315789,0.0210526315789,41.750498,-87.605294,12,0,0.0166270783848,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-08-05,0.06683640993,0.0763358778626,0.0763358778626,41.957799,-87.930995,3,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-07,0.0302114803625,0.0246913580247,0.0246913580247,41.903002,-87.688267,1,1,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-08-05,0.08,0.062893081761,0.0731707317073,41.984809,-87.728492,10,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-01,0.0357142857143,0.0357142857143,0.0357142857143,41.921177,-87.79518,4,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09-02,0.0290909090909,0.0289855072464,0.0277777777778,41.720848,-87.666014,8,0,0.112266112266,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-06,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,10,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-16,0.0753424657534,0.0753424657534,0.0753424657534,41.704572,-87.565666,50,1,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-06-19,0.037037037037,0.0294117647059,0.0294117647059,41.94016,-87.794896,32,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-06,0.023178807947,0.0210526315789,0.0210526315789,41.82561,-87.726549,9,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-18,0.0,0.0,0.0,41.961743,-87.76007,1,0,0.0290322580645,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-24,0.0526315789474,0.0359712230216,0.0359712230216,41.916265,-87.800515,2,0,0.0166270783848,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-11,0.0290909090909,0.0289855072464,0.0277777777778,41.720848,-87.666014,15,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-06-30,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-06-10,0.0664136622391,0.0,0.0,42.010412,-87.66214,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-17,0.023178807947,0.0215827338129,0.0215827338129,41.680946,-87.535198,47,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-07-27,0.0119047619048,0.0119047619048,0.0119047619048,41.878114,-87.629798,2,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-06-02,0.08,0.0761904761905,0.0761904761905,41.986921,-87.689778,6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09-16,0.06683640993,0.0630630630631,0.0630630630631,41.89923,-87.716788,13,0,0.0290322580645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-05,0.0333333333333,0.0625,0.0625,41.729669,-87.582699,2,0,0.112266112266,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-06,0.0344827586207,0.0458015267176,0.0458015267176,41.682587,-87.707973,22,0,0.112266112266,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-10-09,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,23,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-08,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,6,0,0.10788863109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-26,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,4,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-25,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.0166270783848,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09-16,0.08,0.062893081761,0.0731707317073,41.984809,-87.728492,1,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-02,0.0535714285714,0.0810810810811,0.0810810810811,41.686398,-87.531635,1,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-06-21,0.0592885375494,0.047619047619,0.047619047619,41.778297,-87.752411,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-10-04,0.0302114803625,0.0246913580247,0.0246913580247,41.903002,-87.688267,14,0,0.00913242009132,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-12,0.06683640993,0.0630630630631,0.0630630630631,41.89923,-87.716788,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-08,0.0434782608696,0.093023255814,0.093023255814,42.009876,-87.807277,50,0,0.10788863109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0294117647059,0.00840336134454,0.00840336134454,41.678618,-87.559308,3,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-01,0.0592885375494,0.0625,0.0625,41.797616,-87.797894,9,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-01,0.0119047619048,0.0119047619048,0.0119047619048,41.878114,-87.629798,2,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-19,0.0592885375494,0.047619047619,0.047619047619,41.778297,-87.752411,5,0,0.15889212828,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-04,0.0792079207921,0.0740740740741,0.0792079207921,41.981964,-87.812827,50,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-12,0.0344827586207,0.0545454545455,0.0138888888889,41.800737,-87.71188,15,0,0.0759493670886,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-05,0.0302114803625,0.0194174757282,0.0194174757282,41.868142,-87.696269,5,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-07-25,0.0333333333333,0.0625,0.0625,41.729669,-87.582699,1,0,0.0267131242741,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0357142857143,0.0357142857143,0.0357142857143,41.921177,-87.79518,3,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,0.0909090909091,0.113924050633,0.113924050633,41.973845,-87.805059,40,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-07-18,0.0294117647059,0.0258620689655,0.0258620689655,41.740641,-87.546587,9,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-07-11,0.0892857142857,0.0892857142857,0.0892857142857,42.011601,-87.811506,37,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-14,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,3,0,0.0759493670886,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-09-17,0.023178807947,0.0210526315789,0.0210526315789,41.82561,-87.726549,2,0,0.0290322580645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-06-14,0.0443037974684,0.0925925925926,0.0925925925926,41.951866,-87.725057,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-08,0.0290909090909,0.0227272727273,0.0227272727273,41.912563,-87.668055,6,0,0.10788863109,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-27,0.0776699029126,0.056338028169,0.056338028169,41.728495,-87.600963,15,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09-16,0.0290909090909,0.0227272727273,0.0227272727273,41.912563,-87.668055,3,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-08-07,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,1,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-22,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-07-02,0.037037037037,0.0493827160494,0.0493827160494,41.704336,-87.703736,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-12,0.0631808278867,0.0545454545455,0.0860215053763,41.801179,-87.679447,9,0,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-10-01,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,3,0,0.00913242009132,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-18,0.0539215686275,0.0425531914894,0.0425531914894,41.991429,-87.747113,1,0,0.0290322580645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-09-17,0.0302114803625,0.0,0.0,41.753411,-87.639817,4,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-08-07,0.0103626943005,0.0,0.0,41.891118,-87.654491,9,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-07-27,0.0,0.051724137931,0.0,41.74785,-87.702716,2,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-17,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,43,1,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-06,0.0535714285714,0.0810810810811,0.0810810810811,41.686398,-87.531635,2,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-12,0.08,0.105263157895,0.105263157895,41.98728,-87.666066,37,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-08-12,0.0561797752809,0.0561797752809,0.0561797752809,41.906638,-87.701431,2,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-24,0.0,0.0,0.0,41.979243,-87.750938,3,0,0.0166270783848,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-06-24,0.0344827586207,0.0458015267176,0.0458015267176,41.682587,-87.707973,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-09-14,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,18,0,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-08,0.0753424657534,0.0753424657534,0.0753424657534,41.704572,-87.565666,7,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-10-09,0.0294117647059,0.00840336134454,0.00840336134454,41.678618,-87.559308,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-13,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,24,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-03,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,1,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-10-04,0.0,0.0,0.0,41.799282,-87.585487,4,0,0.00913242009132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-06-30,0.0592592592593,0.12962962963,0.12962962963,41.776428,-87.627096,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-06-02,0.0470588235294,0.0470588235294,0.0470588235294,41.932094,-87.700117,10,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-26,0.0539215686275,0.0425531914894,0.0425531914894,41.991429,-87.747113,2,0,0.0166270783848,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-01,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,19,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-06-21,0.06683640993,0.0210526315789,0.0210526315789,41.750498,-87.605294,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-06-21,0.08,0.105263157895,0.105263157895,41.98728,-87.666066,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-27,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,2,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-16,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-28,0.0344827586207,0.0458015267176,0.0458015267176,41.682587,-87.707973,41,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-08,0.0443037974684,0.0333333333333,0.0192307692308,41.822536,-87.666343,17,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-17,0.06683640993,0.0333333333333,0.0333333333333,41.773215,-87.60088,13,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-08,0.0526315789474,0.0708661417323,0.0708661417323,42.008314,-87.777921,23,0,0.10788863109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-10-04,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,13,0,0.00913242009132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-08-27,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,46,0,0.121359223301,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-08,0.0290909090909,0.0227272727273,0.0227272727273,41.912563,-87.668055,2,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-19,0.0535714285714,0.036231884058,0.036231884058,41.801498,-87.763416,33,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-06,0.0294117647059,0.0258620689655,0.0258620689655,41.740641,-87.546587,2,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-07-19,0.0294117647059,0.0258620689655,0.0258620689655,41.740641,-87.546587,1,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-17,0.0294117647059,0.00840336134454,0.00840336134454,41.678618,-87.559308,34,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0302114803625,0.0194174757282,0.0194174757282,41.868142,-87.696269,14,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-29,0.06683640993,0.0352941176471,0.0352941176471,41.723195,-87.64997,6,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-07,0.0943396226415,0.153846153846,0.153846153846,41.970248,-87.787992,44,1,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-07-11,0.0302114803625,0.0,0.0,41.869216,-87.627561,1,0,0.0083932853717,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-08,0.0290909090909,0.0289855072464,0.0277777777778,41.720848,-87.666014,6,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-24,0.0470588235294,0.0470588235294,0.0470588235294,41.932094,-87.700117,3,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-24,0.0631808278867,0.125,0.125,41.731922,-87.677512,4,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-06-29,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-19,0.0592885375494,0.047619047619,0.047619047619,41.778297,-87.752411,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-25,0.06683640993,0.0333333333333,0.0333333333333,41.773215,-87.60088,18,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-01,0.0344827586207,0.0545454545455,0.0138888888889,41.800737,-87.71188,3,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,6,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-01,0.02,0.0,0.0,41.994991,-87.769279,1,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-25,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,17,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-08-12,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,3,1,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-06-30,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-08-01,0.0459770114943,0.0459770114943,0.0459770114943,41.963976,-87.69181,2,1,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-07,0.0592885375494,0.047619047619,0.047619047619,41.778297,-87.752411,29,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-17,0.0185185185185,0.0185185185185,0.0185185185185,41.925198,-87.746381,14,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-06-10,0.0103626943005,0.0240963855422,0.0240963855422,41.846075,-87.716277,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-07-15,0.0344827586207,0.0458015267176,0.0458015267176,41.682587,-87.707973,8,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-26,0.0753424657534,0.0753424657534,0.0753424657534,41.704572,-87.565666,6,0,0.0166270783848,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-05,0.06683640993,0.0333333333333,0.0333333333333,41.773215,-87.60088,1,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-07,0.0,0.0,0.0,41.717753,-87.531657,10,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-21,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,22,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-06,0.0625,0.0526315789474,0.0526315789474,41.821582,-87.627796,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-08,0.0526315789474,0.0359712230216,0.0359712230216,41.916265,-87.800515,13,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-06-07,0.0526315789474,0.0359712230216,0.0359712230216,41.916265,-87.800515,7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-06-19,0.0792079207921,0.0810810810811,0.0792079207921,41.992478,-87.862995,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-01,0.0561797752809,0.0561797752809,0.0561797752809,41.906638,-87.701431,1,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-10-04,0.0535714285714,0.0813953488372,0.0813953488372,41.803423,-87.642984,6,0,0.00913242009132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-06-17,0.08,0.062893081761,0.0731707317073,41.984809,-87.728492,24,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-06-02,0.0571428571429,0.051724137931,0.0571428571429,41.77166,-87.703047,11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-22,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-06-30,0.06683640993,0.0763358778626,0.0763358778626,41.957799,-87.930995,35,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-12,0.100917431193,0.10752688172,0.10752688172,41.743402,-87.731435,5,0,0.0759493670886,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-06-10,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-10-04,0.0892857142857,0.0892857142857,0.0892857142857,42.011601,-87.811506,1,0,0.00913242009132,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-01,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,24,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-19,0.0185185185185,0.0185185185185,0.0185185185185,41.925198,-87.746381,17,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-19,0.0540540540541,0.0540540540541,0.0540540540541,41.776156,-87.778927,15,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-17,0.023178807947,0.0215827338129,0.0215827338129,41.680946,-87.535198,1,0,0.15889212828,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-09-16,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,13,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-01,0.02,0.0333333333333,0.0333333333333,41.994679,-87.770899,16,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-31,0.0294117647059,0.0258620689655,0.0258620689655,41.740641,-87.546587,1,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-01,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,26,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-17,0.0625,0.0761904761905,0.0761904761905,41.659112,-87.538693,49,0,0.15889212828,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,3,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-01,0.0894308943089,0.0894308943089,0.0894308943089,41.944869,-87.832763,6,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-07-18,0.0103626943005,0.0,0.0,41.891118,-87.654491,1,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-31,0.0625,0.0761904761905,0.0761904761905,41.659112,-87.538693,1,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-24,0.0592592592593,0.0416666666667,0.0416666666667,41.837085,-87.729384,1,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-07-25,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,50,0,0.0267131242741,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-07-15,0.06683640993,0.0763358778626,0.0763358778626,41.957799,-87.930995,36,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-08,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,26,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-08,0.06683640993,0.0210526315789,0.0210526315789,41.750498,-87.605294,2,0,0.10788863109,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-02,0.06683640993,0.0352941176471,0.0352941176471,41.723195,-87.64997,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-18,0.0664136622391,0.0,0.0,42.010412,-87.66214,6,0,0.0290322580645,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-15,0.0119047619048,0.0,0.0,41.857402,-87.694991,4,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
